Symbol,Name,Sector,Industry,Exchange,ETF,Winners 1,Winners 1 First Seen,Winners 5,Winners 5 First Seen,Winners 10,Winners 10 First Seen,Winners 30,Winners 30 First Seen,Winners 50,Winners 50 First Seen,Winners 70,Winners 70 First Seen,Winners 100,Winners 100 First Seen,Loosers 1,Loosers 1 First Seen,Loosers 5,Loosers 5 First Seen,Loosers 10,Loosers 10 First Seen,Loosers 30,Loosers 30 First Seen,Loosers 50,Loosers 50 First Seen,Loosers 70,Loosers 70 First Seen,Loosers 100,Loosers 100 First Seen,Random 1,Random 1 First Seen,Random 5,Random 5 First Seen,Random 10,Random 10 First Seen,Random 30,Random 30 First Seen,Random 50,Random 50 First Seen,Random 70,Random 70 First Seen,Random 100,Random 100 First Seen,Random 120,Random 120 First Seen,Screener,Screener Max,Screener First Seen,Screener First Seen Close,Financials Market Cap,Financials Total Cash,Financials Total Debt,Financials Quick Ratio,Financials Current Ratio,Financials Total Revenue,Financials Debt To Equity,Financials Return On Assets,Financials Return On Equity,Financials Free Cashflow,Financials Operating Cashflow
BVS,Bioventus Inc.,Healthcare,Medical Devices,NMS,XLV,0,,0,,0,,2,2025-03-11 21:28:33.807588,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2025-03-11 21:28:33.807588,10.800000190734863,463563872,32910000,360657984,0.89,1.482,564142016,179.165,0.03637,0.01391,18690500,36245000
BW,"Babcock & Wilcox Enterprises, Inc.",Industrials,Specialty Industrial Machinery,NYQ,XLI,2,2025-05-13 06:34:34.376217,0,,0,,0,,0,,0,,0,,1,2024-03-16 06:16:47.165024,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-03-16 06:16:47.165024,0.9900000095367432,129893288,21628000,536143008,0.422,0.945,734238976,,-0.0016,,-86977000,-112274000
BW-PA,"Babcock & Wilcox Enterprises, Inc.",Industrials,Specialty Industrial Machinery,NYQ,XLI,0,,0,,1,2025-05-16 06:35:38.489929,1,2025-08-13 06:40:23.360552,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Winners 30",Winners 10,2025-05-16 06:35:38.489929,9.670000076293944,,21628000,536143008,0.422,0.945,734238976,,-0.0016,,-86977000,-112274000
BWAY,BrainsWay Ltd.,Healthcare,Medical Devices,NGM,XLV,0,,0,,1,2024-01-03 06:17:50.158025,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2024-01-03 06:17:50.158025,7.21999979019165,226011920,71601000,5565000,4.663,5.025,43457000,8.729,0.01417,0.07408,-544250,12130000
BWMG,"Brownie's Marine Group, Inc.",Consumer Cyclical,Leisure,PNK,XLY,0,,0,,0,,0,,0,,0,,0,,5,2024-02-09 06:17:13.842033,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-02-09 06:17:13.842033,0.0124000003561377,3782331,341038,2618259,0.219,1.053,8091349,170.979,0.0152,0.028889999,418120,57201
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,NYQ,XLI,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-07-24 20:11:42.247335,16,2024-10-02 06:34:23.454899,"Random 100,Random 120",Random 120,2024-07-24 20:11:42.247335,99.95999908447266,16408822784,36984000,1532227968,1.509,1.689,2864519936,129.421,0.061240003,0.27011,217082000,519200992
BXPHF,Botanix Pharmaceuticals Limited,Healthcare,Biotechnology,PNK,XLV,1,2024-09-09 21:52:55.149255,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-09-09 21:52:55.149255,0.2709999978542328,208762288,48436872,866350,7.723,10.633,2069154,0.937,-0.34355,-0.56993,-26789552,-34928584
BYDDY,BYD Company Limited,Consumer Cyclical,Auto Manufacturers,PNK,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-07-30 06:45:15.546211,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2025-07-30 06:45:15.546211,16.102500915527344,130811273216,153390956544,41127972864,0.43,0.811,822518480896,16.708,0.04032,0.23066,-13380067328,131806846976
BYDMF,Beyond Lithium Inc.,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,18,2024-05-30 20:10:26.127784,0,,0,,0,,0,,0,,0,,6,2024-07-03 20:10:25.009574,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-05-30 20:10:26.127784,0.1000000014901161,1049976,87143,0,0.912,1.114,,,-3.62505,-20.01876,-794218,-713926
BYON,"Beyond, Inc.",Consumer Cyclical,Internet Retail,NYQ,XLY,0,,0,,2,2025-02-04 18:15:11.678909,1,2025-07-22 06:39:44.610543,0,,0,,0,,0,,0,,0,,2,2024-05-07 15:24:16.848103,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Winners 30,Loosers 30",Winners 10,2024-05-07 15:24:16.848103,17.09000015258789,455229568,120553000,25367000,0.668,0.909,1128578048,19.334,-0.18698,-1.05627,-93194752,-98894000
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense,NCM,XLI,0,,0,,0,,3,2024-09-04 14:55:02.325467,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,59,2024-06-24 20:11:57.572744,234,2024-08-14 13:04:00.307116,23,2025-01-22 06:35:24.592946,0,,0,,0,,"Winners 30,Random 10,Random 30,Random 50",Random 30,2024-06-24 20:11:57.572744,9.670000076293944,482228448,12985000,2587000,1.271,3.628,103528000,4.302,0.092089996,0.28046,-13807000,-3371000
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,NCM,XLV,0,,6,2024-03-06 19:48:26.837240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-03-06 19:48:26.837240,3.4200000762939453,82245200,8527000,547000,0.673,2.489,,,,,,-15372000
BZ,Kanzhun Limited,Communication Services,Internet Content & Information,NMS,XLC,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2024-08-28 20:14:11.430549,0,,0,,0,,0,,0,,0,,2,2025-08-13 06:49:24.313342,0,,0,,0,,0,,"Loosers 30,Random 30",Loosers 30,2024-08-28 20:14:11.430549,10.949999809265137,9153083392,14850671616,241108000,3.519,3.559,7575200768,1.52,0.04824,0.122609995,2114870272,3640062976
BZAMF,BZAM Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,PNK,XLV,0,,0,,0,,0,,0,,0,,0,,1,2024-03-01 06:18:16.582708,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-03-01 06:18:16.582708,0.0179999992251396,2708,4982000,50165000,0.199,1.019,81653000,58.704,-0.18246001,-1.15074,-44730000,-7584000
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,2,2024-08-21 20:11:05.091253,0,,0,,0,,0,,0,,0,,0,,4,2024-06-14 20:12:46.759182,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Loosers 30",Loosers 30,2024-06-14 20:12:46.759182,10.65999984741211,129967712,194682000,24893000,4.687,4.776,,13.947,-0.42393002,-0.76342005,-65010752,-104673000
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology,NGM,XLV,0,,0,,1,2024-04-05 19:48:47.262277,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2024-04-05 19:48:47.262277,6.639999866485596,301618240,92165000,10913000,4.592,4.641,,14.614,-0.3231,-0.9814,-8331000,-27201000
CAL,"Caleres, Inc.",Consumer Cyclical,Apparel Retail,NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-09-13 06:32:13.985975,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 50,Loosers 50,2024-09-13 06:32:13.985975,30.229999542236328,458959168,33139000,850262016,0.257,1.099,2677705984,138.727,0.043530002,0.13655,-14956750,62831000
CALA,"Calithera Biosciences, Inc.",Financial Services,Shell Companies,PNK,XLF,0,,0,,0,,0,,0,,0,,0,,8,2024-02-22 06:17:48.101432,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-02-22 06:17:48.101432,0.0199999995529651,24362,25451000,1666000,3.444,3.603,,8.17,-0.5629,-1.1414,-28174250,-43608000
CALC,"CalciMedica, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,0,,5,2024-04-24 19:34:49.171937,0,,0,,0,,0,,0,,3,2024-06-27 20:11:32.063843,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Loosers 5",Winners 10,2024-04-24 19:34:49.171937,5.550000190734863,40658588,24625000,8600000,5.523,5.656,,78.986,-0.59388,-1.34153,-12632750,-21309000
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,NMS,XLP,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,2024-08-12 17:55:05.164315,139,2024-07-26 06:28:55.061102,73,2024-12-09 21:36:58.650636,"Random 70,Random 100,Random 120",Random 100,2024-07-26 06:28:55.061102,71.05000305175781,5225120768,1392099968,0,5.398,6.382,4261884928,,0.36803,0.55842996,840638016,1224733952
CALX,"Calix, Inc.",Technology,Software - Infrastructure,NYQ,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,21,2025-07-01 06:43:53.122143,0,,0,,Random 70,Random 70,2025-07-01 06:43:53.122143,53.18999862670898,3701427968,298968000,5970000,2.928,4.548,869193024,0.773,-0.02401,-0.03521,100814000,87955000
CAMP,CAMP4 THERAPEUTICS CORPORATION,Healthcare,Biotechnology,NGM,XLV,0,,0,,0,,0,,0,,0,,0,,4,2024-01-11 06:18:37.607617,4,2024-02-07 06:16:58.706611,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Loosers 1,Loosers 5",Loosers 1,2024-01-11 06:18:37.607617,4.829999923706055,28824222,49323000,7963000,7.674,8.023,1510000,15.441,-0.71876,-1.15063,-29656876,-48705000
CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,NGM,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,96,2024-04-12 17:15:12.765617,2,2024-08-15 20:14:13.234800,"Random 100,Random 120",Random 100,2024-04-12 17:15:12.765617,78.18499755859375,3799697408,435992992,198472000,4.216,5.408,471588000,31.68,0.0863,0.24277,,
CAMZF,Camino Minerals Corporation,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,3,2023-12-14 06:18:06.864898,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2023-12-14 06:18:06.864898,0.0540000014007091,11878720,1603993,0,0.86,0.901,,,-0.13422,-0.30047,-334803,-1257356
CAN,Canaan Inc.,Technology,Computer Hardware,NGM,XLK,0,,1,2024-11-12 06:30:14.263165,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-11-12 06:30:14.263165,1.7799999713897705,322172576,96773000,47215000,0.55,1.501,317008992,19.3,-0.21685,-0.90433,,
CANG,Cango Inc.,Consumer Cyclical,Auto & Truck Dealerships,NYQ,XLY,0,,0,,2,2024-12-17 06:32:56.037512,0,,0,,0,,0,,0,,0,,1,2024-12-20 06:33:15.646734,0,,0,,0,,0,,0,,227,2024-03-13 19:35:39.414570,22,2024-12-17 06:38:27.689880,0,,0,,0,,0,,0,,"Winners 10,Loosers 10,Random 5,Random 10",Random 5,2024-03-13 19:35:39.414570,1.559999942779541,507775744,2520901376,833802304,0.821,1.406,1793949184,21.56,0.01626,0.00063,,
CANOF,California Nanotechnologies Corp.,Basic Materials,Specialty Chemicals,PNK,XLB,6,2024-07-10 20:10:21.471824,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,344,2024-01-31 19:34:23.256189,15,2024-09-20 06:34:15.151760,0,,0,,0,,0,,0,,0,,"Winners 1,Random 1,Random 5",Random 1,2024-01-31 19:34:23.256189,0.2480800002813339,13449598,462806,1546601,0.864,0.921,5192465,71.241,0.04694,-0.84569,838443,3278990
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,0,,1,2024-09-25 06:30:21.948280,2,2024-10-01 06:32:30.334606,0,,0,,0,,0,,0,,0,,1,2024-10-08 06:32:49.615490,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Winners 30,Loosers 30",Winners 30,2024-09-25 06:30:21.948280,9.100000381469728,414569728,144777392,1249493,6.484,6.548,17363588,0.979,-0.35236,-0.7539,-28173952,-45160824
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,NMS,XLY,0,,0,,0,,6,2024-08-10 16:51:41.033144,0,,0,,0,,0,,0,,0,,0,,5,2025-02-21 19:47:12.913062,0,,0,,0,,0,,0,,78,2024-08-13 06:29:36.913883,114,2024-09-19 06:35:03.181263,0,,0,,0,,"Winners 30,Loosers 50,Random 30,Random 50",Random 50,2024-08-10 16:51:41.033144,26.940000534057617,2889464576,231232992,195211008,2.801,3.179,919086976,44.827,0.16951999,0.29245,160119376,272931008
CARS,Cars.com Inc.,Communication Services,Internet Content & Information,NYQ,XLC,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-02-28 06:33:03.846477,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2025-02-28 06:33:03.846477,12.029999732971191,763767552,27704000,475304000,1.623,1.816,717844992,98.362,0.0304,0.0837,103328376,139484992
CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,NMS,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,114,2024-10-01 06:37:34.245981,14,2025-02-11 06:34:47.970098,0,,0,,"Random 50,Random 70",Random 50,2024-10-01 06:37:34.245981,40.7400016784668,13352239104,1630000000,22000000,2.936,3.239,3455000064,0.654,0.0681,0.12956001,749625024,880000000
CASI,"CASI Pharmaceuticals, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,5,2024-03-29 06:17:55.223635,7,2023-12-19 06:18:03.972576,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Winners 10",Winners 10,2023-12-19 06:18:03.972576,6.760000228881836,25253264,12699000,18492000,0.602,0.806,31368000,,-0.50877,-10.944981,,
CATPF,Giyani Metals Corp.,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,5,2024-04-24 18:29:53.764339,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-04-24 18:29:53.764339,0.0663409978151321,14418040,14320972,37184784,1.181,1.184,,203.839,-0.0851,-0.43824002,-20115998,-5794454
CATX,"Perspective Therapeutics, Inc.",Healthcare,Medical Devices,ASE,XLV,3,2024-01-05 06:18:02.126082,15,2024-03-05 06:16:59.144306,0,,0,,0,,0,,0,,0,,1,2024-11-22 06:32:39.714988,0,,0,,0,,0,,0,,24,2024-01-31 19:34:23.256189,92,2024-03-05 06:17:17.958087,20,2024-06-17 17:41:55.857363,182,2024-06-17 20:11:03.440755,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 5,Random 1,Random 5,Random 10,Random 30",Random 30,2024-01-05 06:18:02.126082,0.5699999928474426,273160160,211702000,3818000,16.703,17.016,1471000,1.341,-0.15557,-0.32916,-87142872,-53724000
CAULF,Cauldron Energy Limited,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,1,2024-02-08 06:17:49.738705,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-02-08 06:17:49.738705,0.032999999821186,8731110,1571521,50467,1.398,1.438,-270064,7.621,-2.30381,-12.14734,-4240072,-6220775
CAVA,"CAVA Group, Inc.",Consumer Cyclical,Restaurants,NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-08-14 06:47:14.120846,0,,0,,0,,0,,0,,26,2024-04-12 17:15:12.765617,246,2024-05-01 07:12:23.728311,31,2024-08-19 20:14:37.499410,"Loosers 100,Random 70,Random 100,Random 120",Random 100,2024-04-12 17:15:12.765617,64.75499725341797,10282205184,369267008,412491008,2.869,3.001,1036532992,56.803,0.03095,0.21733999,11242625,161218000
CBBHF,Cobalt Blue Holdings Limited,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,1,2025-03-17 06:32:49.086760,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2025-03-17 06:32:49.086760,0.0599999986588954,14590720,5391000,3203000,0.993,1.033,1351000,10.364,-0.40986001,-0.81191003,85697872,-5428000
CBLL,"CeriBell, Inc.",Healthcare,Medical Devices,NMS,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-08-07 06:48:19.257622,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2025-08-07 06:48:19.257622,12.779999732971191,473332224,177428000,21553000,12.638,13.307,77419000,12.52,-0.24908,-0.51394004,-26250124,-37453000
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,NYQ,XLB,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,41,2024-09-17 06:30:51.070529,Random 120,Random 120,2024-09-17 06:30:51.070529,105.5500030517578,4150944768,239000000,1228000000,1.254,2.126,3815000064,72.965,0.10920999,0.29443002,239124992,650000000
CBUS,"Cibus, Inc.",Healthcare,Biotechnology,NCM,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2024-06-04 20:11:36.075661,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2024-06-04 20:11:36.075661,11.279999732971191,73895760,23587000,243464000,1.168,1.232,4751000,329.197,-0.11395001,-1.5497501,-53320248,-56390000
CBWTF,Auxly Cannabis Group Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,OQB,XLV,2,2024-03-26 10:31:40.450306,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-03-26 10:31:40.450306,0.0450000017881393,145582576,17256000,65295000,0.324,0.676,129757000,50.905,0.055370003,0.18744,14534875,20981000
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,NYQ,XLI,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2024-07-31 20:10:21.105510,0,,0,,0,,0,,0,,0,,0,,22,2024-05-08 06:19:21.091030,0,,"Loosers 70,Random 100",Random 100,2024-05-08 06:19:21.091030,75.5999984741211,3410692864,39817000,1965677056,1.189,1.604,2420673024,103.903,0.05356,0.078379996,21283624,124133000
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,1,2025-08-08 06:42:21.682381,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2025-08-08 06:42:21.682381,2.5799999237060547,183198320,215087008,64366000,5.466,5.697,39783000,32.985,-0.20295,-0.45554,-53059376,-80324000
CCCFF,Carlyle Commodities Corp.,Basic Materials,Gold,PNK,XLB,1,2024-05-02 06:19:24.171941,0,,0,,0,,0,,0,,0,,5,2024-01-14 18:52:02.924557,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-01-14 18:52:02.924557,0.050000000745058,663910,286591,0,0.407,2.458,,,-0.68608004,-1.31595,61754,-537735
CCFLU,CCF Holdings LLC,Financial Services,Credit Services,PNK,XLF,17,2024-07-08 20:11:33.894233,0,,0,,0,,0,,0,,0,,20,2024-08-20 20:13:26.839789,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-07-08 20:11:33.894233,0.0099999997764825,,60023000,163228992,0.843,0.93,262548992,,-0.0509,,-5672375,42357000
CCGWW,Cheche Group Inc.,Communication Services,Internet Content & Information,NCM,XLC,2,2024-05-08 21:20:08.782766,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-05-08 21:20:08.782766,0.0494999997317791,,152895008,80985000,1.293,1.344,3473138944,22.765,-0.03812,-0.16687,-91040128,-114135000
CCJ,Cameco Corporation,Energy,Uranium,NYQ,XLE,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-10-21 06:36:06.419337,0,,0,,Random 70,Random 70,2024-10-21 06:36:06.419337,58.02000045776367,33604040704,716291968,1007344000,1.727,2.959,3570216960,14.942,0.039470002,0.08249,729845120,1157446016
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,NGM,XLV,0,,1,2024-05-14 06:22:11.052151,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-05-14 06:22:11.052151,2.319999933242798,113208944,10440000,3387000,1.722,1.914,111794000,6.04,0.100760005,0.22690001,9878250,24818000
CCOEY,"Capcom Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,PNK,XLC,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,2025-05-19 06:40:59.946998,0,,0,,0,,0,,Random 30,Random 30,2025-05-19 06:40:59.946998,14.15999984741211,11274849280,153268994048,6591000064,3.994,5.536,185509003264,2.822,,,43580248064,63382999040
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Telecom Services,NMS,XLC,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-08-08 06:48:56.239740,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 50,Loosers 50,2025-08-08 06:48:56.239740,35.34000015258789,2165532672,153804992,2383559936,1.152,1.491,936883968,1668.646,-0.03381,-0.59305,-60885876,8487000
CCRD,CoreCard Corporation,Technology,Software - Application,NYQ,XLK,0,,0,,0,,1,2024-04-17 06:21:11.936691,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,121,2024-11-27 06:35:05.956004,0,,0,,0,,0,,"Winners 30,Random 30",Random 30,2024-04-17 06:21:11.936691,13.140000343322754,212108576,27643000,2508000,4.34,4.957,61011000,4.639,0.08715,0.131,6761875,9849000
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,NMS,XLV,0,,0,,0,,1,2024-12-05 06:33:25.031688,0,,0,,0,,0,,0,,0,,1,2024-11-11 06:31:24.900856,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 30,Loosers 30",Winners 30,2024-11-11 06:31:24.900856,10.359999656677246,416732640,81193000,2768000,3.116,3.214,1192539008,0.671,0.00797,-0.019609999,45286376,41602000
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure,NMS,XLK,0,,0,,0,,1,2024-05-10 06:19:34.924151,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-05-10 06:19:34.924151,18.0,465855072,57894000,591350016,1.336,1.492,349595008,,0.14840001,,75503248,121935000
CCTG,CCSC Technology International Holdings Limited,Industrials,Electrical Equipment & Parts,NCM,XLI,0,,1,2024-10-25 06:30:40.563722,0,,0,,0,,0,,0,,0,,2,2024-02-06 06:17:28.974515,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 5",Loosers 5,2024-02-06 06:17:28.974515,3.619999885559082,12507786,3685043,1270476,1.728,2.35,17631488,11.845,-0.07391,-0.12252,-321503,-1018153
CDBT,Cycclone Inc.,Financial Services,Shell Companies,PNK,XLF,39,2024-04-12 17:14:09.515571,0,,0,,0,,0,,0,,0,,7,2024-07-19 20:12:30.656233,0,,0,,0,,0,,0,,0,,16,2024-06-13 13:38:37.144826,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1,Random 1",Winners 1,2024-04-12 17:14:09.515571,0.0137999998405575,4097600,10413273,18134,6.363,6.628,20949810,0.08,0.19871001,0.39153,9731774,9826206
CDIO,"Cardio Diagnostics Holdings, Inc.",Healthcare,Biotechnology,NCM,XLV,1,2024-10-29 06:31:24.638510,6,2023-12-16 06:16:44.202245,0,,0,,0,,0,,0,,0,,1,2024-03-05 06:17:08.104536,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 5",Winners 5,2023-12-16 06:16:44.202245,2.3399999141693115,6728811,9688719,796817,17.939,19.488,19902,7.004,-0.43938,-0.8124,-3503076,-5160155
CDLX,"Cardlytics, Inc.",Communication Services,Advertising Agencies,NGM,XLC,0,,1,2025-07-23 06:39:42.647027,0,,0,,0,,0,,0,,0,,0,,1,2024-05-10 06:19:45.330471,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 10",Winners 5,2024-05-10 06:19:45.330471,9.270000457763672,62819540,46745000,220412000,1.11,1.165,266200992,375.451,-0.07954,-1.36442,-7545125,-1117000
CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,NGM,XLV,0,,0,,0,,1,2024-08-01 13:34:33.603215,0,,0,,0,,0,,0,,0,,4,2024-05-29 20:11:34.987604,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 30,Loosers 30",Loosers 30,2024-05-29 20:11:34.987604,13.454999923706056,637126016,186255008,29122000,2.722,3.298,340825984,8.896,-0.058509998,0.19639999,24128500,17722000
CDRE,"Cadre Holdings, Inc.",Industrials,Aerospace & Defense,NYQ,XLI,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2025-08-07 06:48:19.257622,0,,0,,0,,0,,0,,0,,0,,59,2024-05-23 06:23:10.626836,0,,0,,0,,"Loosers 30,Random 50",Random 50,2024-05-23 06:23:10.626836,31.899999618530277,1242279040,139947008,341016000,2.339,3.592,572606976,102.574,0.06439,0.12059,12207500,38476000
CDRO,"Codere Online Luxembourg, S.A.",Consumer Cyclical,Gambling,NCM,XLY,0,,0,,3,2024-02-21 06:17:18.257283,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2024-02-21 06:17:18.257283,5.639999866485596,379503232,40307000,5367000,1.05,1.399,200704000,22.159,0.0365,0.17185,-1607750,3943000
